problem_slug,submission_id,student_code,code,labels,score
Stack_7,1454531,2210997,"string parenthesesReversal(string s) {
    stack<std::string> stringStack;
    string result;

    for (char c : s) {
        if (c == '(') {
            stringStack.push(result);
            result = """";
        } else if (c == ')') {
            std::string reversed = result;
            result = stringStack.top() + string(reversed.rbegin(), reversed.rend());
            stringStack.pop();
        } else {
            result += c;
        }
    }

    return result;
}",0,1.0
Stack_7,1454547,2212303,"string parenthesesReversal(string s) {
    //special case
    if (s == """") return """";
    if (s.length() <= 1) return s;

    stack<char> st;
    int n = s.length();
    string result = """";

    for (int i = 0; i < n; i++) {
        if (s[i] == ')') {
            string temp = """";
            if (st.empty()) continue;
            while (st.top() != '(') {
                temp += st.top();
                st.pop();
            }
            st.pop();
            if (!st.empty()) {
                for (size_t j = 0; j < temp.length(); j++) {
                    st.push(temp[j]);
                }
            }
            else result += temp;
        } else if ( s[i] == '(') {
            
            
                
                while (s[i] != ')'){
                    st.push(s[i]);
                    
                    i++;
                    
                }
                if (i == n) continue;
                i--; // prepare for incrment;
        }
        else {
            if (st.empty())
            result += s[i];
            else st.push(s[i]);
        }
    }
    string temp = """";
    while (!st.empty()&& st.top()!='(') {
        temp += st.top();
        st.pop();
    }
    for (size_t j = 0; j < temp.length(); j++) {
        st.push(temp[j]);
    }
    while (!st.empty() && st.top() != '(') {
        result += st.top();
        st.pop();
    }
    return result;
}",;,.0
Stack_7,1454553,2211876,"string parenthesesReversal(string s) {
    // STUDENT ANSWER
    stack<std::string> stack;
    string current = """";

    for (char c : s) {
        if (c == '(') {
            // Push the current string onto the stack and reset it.
            stack.push(current);
            current = """";
        } else if (c == ')') {
            // Reverse the current string and append it to the previous string.
            std::string reversed;
            for (int i = current.length() - 1; i >= 0; i--) {
                reversed += current[i];
            }
            current = stack.top() + reversed;
            stack.pop();
        } else {
            // Append the character to the current string.
            current += c;
        }
    }

    return current;
}",0,1.0
Stack_7,1454572,2210200,"#include<algorithm>

string parenthesesReversal(string s) {
    // STUDENT ANSWER
    int n = s.size();
    stack<char> st;
    for(int i = 0; i < n; i++){
        if(s[i] == '('){
            st.push(s[i]);
        }
        else if(s[i] == ')'){
            string temp = """";
            while(!st.empty() && st.top() != '('){
                temp += st.top();
                st.pop();
            }
            st.pop();
            int sz = temp.size();
            for(int j = 0; j < sz; j++) st.push(temp[j]);
        }
        else{
            st.push(s[i]);
        }
    }
    string ans = """";
    while(!st.empty()){
        ans += st.top();
        st.pop();
    }
    reverse(ans.begin(), ans.end());
    return ans;
}",1,1.0
Stack_7,1454582,2211170,"string parenthesesReversal(string s) {
    stack<char> st;
    int n = s.length();
    for(int i = 0; i < n; i++) {
        char ch = s[i];
        if(ch == '(' || ch != ')') {
            st.push(ch);
        }

        if(ch == ')' && !st.empty()) {
            string temp = """";
            while(st.top() != '(') {
                temp += st.top();
                st.pop();
            }
            st.pop();

            int m = temp.length();

            if(st.empty() && i == n - 1) {
                return temp;
            } else {
                for(int i = 0; i < m; i++) {
                    st.push(temp[i]);
                }
            }
        }
    }

    stack<char> rev;
    while(!st.empty()) {
        rev.push(st.top());
        if(st.top() == '(' || st.top() == ')') {
            return """";
        }
        st.pop();
    }

    string ans = """";
    while(!rev.empty()) {
        ans.push_back(rev.top());
        rev.pop();
    }
    return ans;
}",1,1.0
Stack_7,1454583,2013048,"#include <algorithm> // Include the algorithm header for reverse

std::string parenthesesReversal(std::string s) {
    std::stack<int> openingParentheses;
    int n = s.size();

    for (int i = 0; i < n; i++) {
        if (s[i] == '(') {
            openingParentheses.push(i);
        } else if (s[i] == ')') {
            int start = openingParentheses.top();
            openingParentheses.pop();
            std::reverse(s.begin() + start + 1, s.begin() + i);
        }
    }

    std::string result;
    for (int i = 0; i < n; i++) {
        if (s[i] != '(' && s[i] != ')') {
            result += s[i];
        }
    }

    return result;
}",0,1.0
Stack_7,1454585,2210103,"stack<int> stac;
void rev(string& s, int start, int end);
string pararev(string &s, int i);
string parenthesesReversal(string s) {
    // STUDENT ANSWER
    return pararev(s, 0);
}
//void rev(string &s,int start,int end);
string pararev(string &s, int i) {
    //cout << i << endl;
    //cout << s[i] << endl;
    //cout << stac.size()<<endl;
    if (s[i] == '\0') {
        return s;
    }
    if (s[i] == '(') {
        //cout << ""not ok"" << endl;
        stac.push(i);
        s.erase(i, 1);
        return pararev(s, i);
    }
    else if (s[i] == ')') {
        rev(s, stac.top(), i - 1);
        s.erase(i, 1);
        stac.pop();
        return pararev(s, i);
    }
    return pararev(s, i + 1);
}
void rev(string& s, int start, int end) {
    for (int i = start, j = end; i < j; i++, j--) {
        char temp = s[i];
        s[i] = s[j];
        s[j] = temp;
    }

}",2,1.0
Stack_7,1454587,2210535,"string parenthesesReversal(string s) {
    stack<char> st;
    string result("""");
    int n = s.length();
    for (int i = 0; i < n; i++) {
        char temp = s[i];
        if (temp == ')') {
            string reversed("""");
            while (!st.empty() && st.top() != '(') {
                reversed += st.top();
                st.pop();
            }
            if (!st.empty() && st.top() == '(') {
                st.pop();
            }
            for (char c : reversed) {
                st.push(c);
            }
        }
        else    {
            st.push(temp);
        }
    }
    
    while (!st.empty()) {
        result = st.top() + result;
        st.pop();
    }
    
    return result;
}",1,1.0
Stack_7,1454594,2210578,"string parenthesesReversal(string s) {
    stack<char> st;
    for (char c : s) {
        if (c == ')') {
            string t = """";
            while (!st.empty() && st.top() != '(') {
                t += st.top();
                st.pop();
            }
            if (!st.empty()) st.pop();  // pop the '('
            for (char r : t) st.push(r);
        } else {
            st.push(c);
        }
    }

    string result = """";
    while (!st.empty()) {
        result = st.top() + result;
        st.pop();
    }

    return result;
}",1,1.0
Stack_7,1454649,2210034,"string parenthesesReversal(string s) {
    stack<char> st;
    for (char c : s) {
        if (c == ')') {
            string t = """";
            while (!st.empty() && st.top() != '(') {
                t += st.top();
                st.pop();
            }
            st.pop();  // Remove the '(' from the stack
            for (char r : t) {
                st.push(r);
            }
        } else {
            st.push(c);
        }
    }
    string res = """";
    while (!st.empty()) {
        res = st.top() + res;
        st.pop();
    }
    return res;
}",1,1.0
